distance_metric,mean,std,90th_percentile,95th_percentile,99th_percentile,chosen_threshold
l2,0.3995530808678897,0.24138264210265142,0.7042524366992651,0.7634640016101627,1.260445734418146,0.7634640016101627
weighted_l2,0.1943263152821026,0.1019350083128071,0.32512900643069176,0.3598144609351415,0.5350143440360142,0.3598144609351415
auc,5.528862654281003,3.374139859530402,8.780627040774355,10.45758212592444,14.412162611142294,10.45758212592444
wasserstein_1d,127.04395125398709,65.8003861082947,213.89896623543595,241.5349038042443,298.396754101578,241.5349038042443
