raman_shift,arithmetic_mean_discrete_interpolated,spline_mean_functional,robust_median_functional,wasserstein_exact_quantile_fallback,wasserstein_exact_quantile
1321.25,0.013933870261582751,0.013904511036894588,0.014165297444316261,0.023655801061763605,0.023655801061763605
1322.5,0.013035315204137612,0.012935629004494636,0.013082101969410547,0.022845021818829612,0.022845021818829612
1323.75,0.012311389948582468,0.012204814924779242,0.012183240700421503,0.01991810254434201,0.01991810254434201
1325.0,0.011643417898181655,0.011571870048382303,0.01140621975373751,0.016580480799113142,0.016580480799113142
1326.25,0.010841020443537863,0.010896021126859374,0.010694974707063962,0.016801369875554632,0.016801369875554632
1327.5,0.010345761164640156,0.010306114980180853,0.010113455597895817,0.01994184005033253,0.01994184005033253
1328.75,0.009903086776125176,0.009893050733988834,0.00964282897026618,0.021293330826004847,0.021293330826004847
1330.0,0.009610010401549102,0.009613326540464625,0.009235995395700143,0.020302567772899384,0.020302567772899384
1331.25,0.009446302613476091,0.009415431836784439,0.00888369024446675,0.01747913438936954,0.01747913438936954
1332.5,0.009198377111084862,0.009245388124462973,0.008606920101540348,0.012956547809689186,0.012956547809689186
1333.75,0.009082371164364925,0.00907898715558084,0.008425030936779886,0.010004176785475272,0.010004176785475272
1335.0,0.008916978156316743,0.008946782346866414,0.008319402960353547,0.01199133761175978,0.01199133761175978
1336.25,0.008879879627773781,0.008939197831404202,0.008301226320458387,0.016959703404326024,0.016959703404326024
1337.5,0.009120051668171838,0.009085231567135083,0.008366968399428104,0.019967483335267194,0.019967483335267194
1338.75,0.009339079115258836,0.0092700813220795,0.008451201225168485,0.01800062753837801,0.01800062753837801
1340.0,0.009421457328853383,0.0093554116153849,0.008469197922706694,0.01401496604685673,0.01401496604685673
1341.25,0.009154908730125337,0.009115156074098572,0.008224394916486927,0.010443959085094238,0.010443959085094238
1342.5,0.008586629323077173,0.008566258326959625,0.007723320788927537,0.008491258395900798,0.008491258395900798
1343.75,0.007961150020580815,0.008011662501467847,0.007234627261408485,0.010853933814947257,0.010853933814947257
1345.0,0.007655271960668024,0.007748462304643188,0.007032753090918942,0.014342122088451889,0.014342122088451889
1346.25,0.00769908869391889,0.007791270383803485,0.007086314885062423,0.013260274494916742,0.013260274494916742
1347.5,0.00787736259400939,0.007965723351225936,0.0072012695605979385,0.01021582328770896,0.01021582328770896
1348.75,0.0079045480676339,0.007877771953434564,0.0071983732164234435,0.010981505655006194,0.010981505655006194
1350.0,0.009027004986737279,0.008346587557918738,0.0072495763714464775,0.013272232436511544,0.013272232436511544
1351.25,0.011962240391648032,0.011695647113401588,0.007829445017473138,0.01377357291179361,0.01377357291179361
1352.5,0.017924746798380863,0.017866265939789405,0.008976347096469517,0.01394684929945112,0.01394684929945112
1353.75,0.020784849798760312,0.021518299526514708,0.009426635180494502,0.015419993191852287,0.015419993191852287
1355.0,0.01765356283080381,0.018532852601670088,0.008263766389130497,0.017796365734445627,0.017796365734445627
1356.25,0.012113194908449589,0.011725984323401654,0.006297993545281192,0.02021697388294438,0.02021697388294438
1357.5,0.006692590109825019,0.006378367092293116,0.004753269999096172,0.018188293932048606,0.018188293932048606
1358.75,0.004897826109248301,0.004802857639317707,0.0041822142558142926,0.012324786127591175,0.012324786127591175
1360.0,0.004793117201450857,0.0047758335285753035,0.004077446472504602,0.007819690916306084,0.007819690916306084
1361.25,0.004845613038011216,0.004975963882634231,0.004147507900758638,0.008663354546683396,0.008663354546683396
1362.5,0.005212320805508025,0.005191116530287646,0.004354394530837996,0.010958962176532423,0.010958962176532423
1363.75,0.00553473047761085,0.005450516412248206,0.004597315061847269,0.011269504791585193,0.011269504791585193
1365.0,0.0055977961326088245,0.0055725397136716535,0.004698452800268484,0.011788349750558785,0.011788349750558785
1366.25,0.005427849709618849,0.005495529243328089,0.004598233921632542,0.013969429652885198,0.013969429652885198
1367.5,0.005266975925478029,0.005275089831165735,0.004352948331184523,0.015257640663419792,0.015257640663419792
1368.75,0.004945031087880054,0.004969657200744607,0.004024833654890306,0.013715750313508274,0.013715750313508274
1370.0,0.004659482583750292,0.004670980769957355,0.0036814761277187075,0.012525282040779238,0.012525282040779238
1371.25,0.0043458497811545115,0.004312720332558573,0.0032566376232361738,0.012801114198218513,0.012801114198218513
1372.5,0.00377756450604896,0.00367436530055702,0.0025957362851420493,0.012066631018052708,0.012066631018052708
1373.75,0.002632358340506874,0.0027379549795534266,0.0017132151653003762,0.011566901168438008,0.011566901168438008
1375.0,0.0017442342660104442,0.0018956183400217232,0.0009714153486562333,0.015053276226879478,0.015053276226879478
1376.25,0.0013121548329014764,0.0014340573426718385,0.0005719500766334309,0.02017222092749303,0.02017222092749303
1377.5,0.001234766931363965,0.0013030778629921115,0.0004400129156014271,0.02276266766180012,0.02276266766180012
1378.75,0.0012767368978083176,0.0012996566589544216,0.00040902134834410587,0.02109991162552464,0.02109991162552464
1380.0,0.0013049255312124403,0.001308864626770228,0.0004012678506005451,0.016669655655888804,0.016669655655888804
1381.25,0.0013358260090792066,0.001285221465954619,0.0003927838144824425,0.012801052380981724,0.012801052380981724
1382.5,0.001645846847109589,0.0016216769249943494,0.00047047744859697284,0.014596525654051956,0.014596525654051956
1383.75,0.0029977881929101552,0.0030633842623979416,0.0008187059029522116,0.020547639632269247,0.020547639632269247
1385.0,0.0036611729841720267,0.003954123898727262,0.0010488812804694085,0.024899108983829864,0.024899108983829864
1386.25,0.0034062241740444943,0.0035792781897337677,0.000992306055050945,0.025981834182947954,0.025981834182947954
1387.5,0.002463786132947266,0.002462588303189267,0.0007626385448338877,0.024626243030891934,0.024626243030891934
1388.75,0.0014663088745673798,0.0014182769237534368,0.0005516232490989536,0.02171458291620599,0.02171458291620599
1390.0,0.0015054561906692248,0.0014674089571752374,0.00059429834364394,0.018805454810750702,0.018805454810750702
1391.25,0.0016331139419349385,0.0017064679708163888,0.0006558922572918729,0.018745824816801107,0.018745824816801107
1392.5,0.0016197471335840281,0.0016569128349511845,0.0006141703856478747,0.018519075182067933,0.018519075182067933
1393.75,0.0016598172227282521,0.001666711604688272,0.0005943528044079311,0.015638837356924663,0.015638837356924663
1395.0,0.0016687108720971357,0.0016730489526427367,0.0005787812519985515,0.013027103383909005,0.013027103383909005
1396.25,0.0016184997989374089,0.0016524980568208257,0.0005494815587300497,0.011850777222473555,0.011850777222473555
1397.5,0.0015983328818797073,0.0016556875965291484,0.0005499322931380293,0.009271686448172464,0.009271686448172464
1398.75,0.0016126836004543685,0.001680393444173813,0.0005869063934896194,0.007601675020380588,0.007601675020380588
1400.0,0.0016908950434582734,0.0017395538664784895,0.0006701720930824034,0.009965599285015338,0.009965599285015338
1401.25,0.0018747193453648365,0.0018716303657659364,0.0008153234769849318,0.01246743149178812,0.01246743149178812
1402.5,0.0021620173008241803,0.002085017844866346,0.0010169335979273873,0.012783208601734732,0.012783208601734732
1403.75,0.002334964413940498,0.00233394829212234,0.0012565359363016172,0.012083991378153747,0.012083991378153747
1405.0,0.0026337234310083602,0.0026839127270537498,0.001611800913699295,0.012443632482112995,0.012443632482112995
1406.25,0.0030283131984942735,0.003105213569872342,0.0020884859496542226,0.012626830669565742,0.012626830669565742
1407.5,0.0036505301686633467,0.0036894005966047645,0.002758263776403851,0.012644925700670604,0.012644925700670604
1408.75,0.0045513196203857105,0.00455585853491756,0.0037018177506203238,0.013978007681008743,0.013978007681008743
1410.0,0.005711862820892788,0.00569943213076987,0.004913748217371108,0.016182503743016198,0.016182503743016198
1411.25,0.007077994264584241,0.0070204126958813146,0.006313618050608352,0.017789456272218507,0.017789456272218507
1412.5,0.008442378819141413,0.008369631857483316,0.007775823386959973,0.01626594678899914,0.01626594678899914
1413.75,0.009878472073862382,0.009821458543269932,0.009312247350846091,0.013180990442856524,0.013180990442856524
1415.0,0.011407059022478608,0.011374998060110922,0.01092627275701223,0.0125576339169807,0.0125576339169807
1416.25,0.012855966223808359,0.012907115529100219,0.012525975800646995,0.016390888205060645,0.016390888205060645
1417.5,0.014316654279983737,0.014320782394742252,0.014070029291037404,0.021502655074831727,0.021502655074831727
1418.75,0.01549833097427306,0.01550856797895268,0.015435715247689039,0.02416412058376951,0.02416412058376951
1420.0,0.016450406557799148,0.016490989553519873,0.016609585486209697,0.02216689647663015,0.02216689647663015
1421.25,0.017430111433059045,0.017499059287342033,0.017803249619676963,0.018040154370610326,0.018040154370610326
1422.5,0.018977225354993993,0.018935447870802587,0.019405651210419952,0.017234729751448716,0.017234729751448716
1423.75,0.021384918457757664,0.021170556382371218,0.021837572817048796,0.020762277984629214,0.020762277984629214
1425.0,0.024589804454465226,0.024304952281674112,0.025242385762454984,0.021124606719262713,0.021124606719262713
1426.25,0.028592706593245316,0.028410072117457514,0.02971036546907033,0.014474845952351812,0.014474845952351812
1427.5,0.03350195419623872,0.03359303248783206,0.0353356301173161,0.009843310093835876,0.009843310093835876
1428.75,0.03995323157443643,0.03983236034718802,0.04205611798375196,0.013303860294892127,0.013303860294892127
1430.0,0.04717477961455042,0.04708625553751124,0.04980596702175433,0.020615367597518412,0.020615367597518412
1431.25,0.05479443566483709,0.05488475904611364,0.05810510790341068,0.02478689364276928,0.02478689364276928
1432.5,0.06240165966596868,0.06251455990845046,0.06622980199889553,0.025980954215443535,0.025980954215443535
1433.75,0.06937795970062734,0.06934113118784763,0.07350286950760986,0.02739346911487527,0.02739346911487527
1435.0,0.07472104632654417,0.07490685685421118,0.07939061544155293,0.02488836157405528,0.02488836157405528
1436.25,0.07859144831103063,0.07889993419329566,0.0835191030706217,0.02070055137819117,0.02070055137819117
1437.5,0.08092833812500315,0.08119833526227996,0.08582278523959892,0.02260492516901172,0.02260492516901172
1438.75,0.0817588766226512,0.08186409647458177,0.0864408800888179,0.026672463651408226,0.026672463651408226
1440.0,0.08122692595328115,0.08122917144553204,0.08565024266400664,0.025844047215661616,0.025844047215661616
1441.25,0.07970504329677655,0.07983301725111579,0.08390088797361298,0.02319629334754017,0.02319629334754017
1442.5,0.0778748349322643,0.0780077859646613,0.081647972597523,0.02518886020797729,0.02518886020797729
1443.75,0.07584327807501666,0.0759079734506854,0.0792590247966785,0.027293124774629793,0.027293124774629793
1445.0,0.07381772025653825,0.07374303201768265,0.07701426743030962,0.024341125550162268,0.024341125550162268
1446.25,0.07174236890931253,0.07177196713685152,0.07506357670338681,0.0199935260750846,0.0199935260750846
1447.5,0.07017843774117903,0.07010265580972024,0.07334329798665339,0.0190642466677651,0.0190642466677651
1448.75,0.0685878714500708,0.0685133201488063,0.07161028465178843,0.02242226426460786,0.02242226426460786
1450.0,0.0667929532111504,0.06675919150102952,0.06978571591707046,0.024142383390916428,0.024142383390916428
1451.25,0.0649006320120829,0.06488701226635726,0.06792318970823943,0.02215458983030039,0.02215458983030039
1452.5,0.0628655718812147,0.06306418001722923,0.06606740987423755,0.019865788851265546,0.019865788851265546
1453.75,0.06151006360142889,0.06154585329420663,0.06438936431967883,0.01675986549017248,0.01675986549017248
1455.0,0.0600299798343142,0.0600386311039582,0.06271644947572792,0.014896692225213054,0.014896692225213054
1456.25,0.058321452634761746,0.058324054117280255,0.06086255976424988,0.01728195612840432,0.01728195612840432
1457.5,0.05635973377724227,0.05628977527222857,0.05868086660842216,0.019170447214231057,0.019170447214231057
1458.75,0.053812379366720176,0.05383285525149535,0.056056147002213334,0.016458775062242643,0.016458775062242643
1460.0,0.05109959671092563,0.051155234969063886,0.05311353605749315,0.014421254413619316,0.014421254413619316
1461.25,0.048066164157442366,0.048185049350829595,0.04988198632216719,0.01578832528370344,0.01578832528370344
1462.5,0.04491457582083484,0.04501895128702657,0.04649470488153118,0.015558358061547773,0.015558358061547773
1463.75,0.04177161466922162,0.04167396182231283,0.04298618829308082,0.01471687452724397,0.01471687452724397
1465.0,0.03803734060890603,0.03805200253174844,0.03925182440465637,0.01750303581983641,0.01750303581983641
1466.25,0.034636134642755285,0.0345946264028106,0.03556810496210491,0.019325590216405265,0.019325590216405265
1467.5,0.03130169240675817,0.03129320789874566,0.03198768920481803,0.017191632512415157,0.017191632512415157
1468.75,0.028098377711644654,0.02808422168836854,0.028538099219630075,0.013981383722623643,0.013981383722623643
1470.0,0.025068133870231962,0.024926731016462037,0.025200215065891818,0.013529330369968442,0.013529330369968442
1471.25,0.021761745247834523,0.021719386855103575,0.02186958761362398,0.014230072420515197,0.014230072420515197
1472.5,0.018529730366419615,0.01855828307377995,0.01867621604101944,0.014462568210740682,0.014462568210740682
1473.75,0.015600857115764116,0.01564505112060101,0.015761544647228374,0.015465519499840366,0.015465519499840366
1475.0,0.013182404531333541,0.01322233584270168,0.013255153887483362,0.01783881138649365,0.01783881138649365
1476.25,0.011366913863897484,0.011308490460700574,0.011174617513192925,0.02117737763454424,0.02117737763454424
1477.5,0.009711039733185442,0.009643886260599763,0.009404778608742479,0.0211628046402528,0.0211628046402528
1478.75,0.008220433180486411,0.008176528981709171,0.007932781700820343,0.018032524824640857,0.018032524824640857
1480.0,0.007029516489384106,0.006964417094083988,0.006745214687231943,0.017113390126220512,0.017113390126220512
1481.25,0.006165682924040586,0.006099912909958345,0.005831364415563369,0.021303079584199122,0.021303079584199122
1482.5,0.005600467297387565,0.005513377336778044,0.0051430648771619075,0.026279000819064355,0.026279000819064355
1483.75,0.005126075044263835,0.005027272997067388,0.004612623352307113,0.0262045994636018,0.0262045994636018
1485.0,0.004687587861109752,0.004671524186504055,0.004245901068246921,0.022107038805140023,0.022107038805140023
1486.25,0.004410194463675932,0.004437147356310616,0.004011715784336766,0.019173666400563793,0.019173666400563793
1487.5,0.0043151266094059405,0.004379943766427138,0.003937645009073631,0.020443906958989747,0.020443906958989747
1488.75,0.004416057199638306,0.004512479986713106,0.004050069899828675,0.02312864917953757,0.02312864917953757
1490.0,0.004749156343073675,0.004734021767063056,0.004288812901592121,0.023422549884508943,0.023422549884508943
1491.25,0.0049941154224560046,0.00505586257807478,0.0046395432474160845,0.0226213794114412,0.0226213794114412
1492.5,0.005627119319101307,0.0056592404786230685,0.005252110838508004,0.021654624079733193,0.021654624079733193
1493.75,0.006511998324608289,0.006471152696018699,0.006080342166801117,0.020567505566157964,0.020567505566157964
1495.0,0.007357116433331533,0.0072577716551038085,0.006924574963588226,0.019593038950504,0.019593038950504
1496.25,0.008072202270206696,0.007935264660833358,0.007695471553294674,0.017919701098198917,0.017919701098198917
1497.5,0.008547332961050482,0.008534987500325074,0.008391617556585785,0.016460795882207366,0.016460795882207366
1498.75,0.009136290180833286,0.009134817812125379,0.009137129169443085,0.016860226617615645,0.016860226617615645
1500.0,0.009849127851665663,0.009810628941723028,0.01002674339804087,0.018388626343424076,0.018388626343424076
1501.25,0.010697589934166427,0.010726878774045354,0.011165101956867146,0.019296963280335623,0.019296963280335623
1502.5,0.012063395904011023,0.012080114798354451,0.012723826418411466,0.017155342248415813,0.017155342248415813
1503.75,0.014061982769467764,0.014001115689923765,0.014821206709758002,0.01219935815631386,0.01219935815631386
1505.0,0.016210529149119673,0.016171068491896572,0.017262488664892276,0.010097795561123698,0.010097795561123698
1506.25,0.018456142835635188,0.018420481186761425,0.019946435483488584,0.014403536838727414,0.014403536838727414
1507.5,0.02095464373043266,0.02095877985416447,0.022997052014187707,0.020297444559586566,0.020297444559586566
1508.75,0.02397194911587934,0.024028620047849947,0.026556886288669333,0.019306852508710528,0.019306852508710528
1510.0,0.02774148838764302,0.027689962207547266,0.030622956269946214,0.011704650293998285,0.011704650293998285
1511.25,0.03163956851548683,0.031552555840764177,0.034939560141593995,0.006134242293920455,0.006134242293920455
1512.5,0.03542021809036611,0.035339836309060534,0.039272990221385085,0.009281539738356295,0.009281539738356295
1513.75,0.03896472504530961,0.03902068682536516,0.04352113101870208,0.013925585403770912,0.013925585403770912
